Unnamed: 0;Seller;Address;Date_Item;Current_Price;Last_Price;Item_Link
;Алия;Республика Татарстан, Казань;16.7.2025;450 000;450 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7490358681?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;TREND ON;Кировская обл., Вятские Поляны;16.7.2025;200 000;200 000;http://avito.ru/vyatskie_polyany/gotoviy_biznes/prodam_pvz_ozon_7516356334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Москва;16.7.2025;1 000 000;1 000 000;http://avito.ru/moskva/gotoviy_biznes/punkty_vydachi_zakazov_wildberries_900_kvartir_7424544667?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;ООО Е-доставка;Республика Татарстан, Казань;16.7.2025;1 500 000;1 500 000;http://avito.ru/kazan/gotoviy_biznes/prodaetsya_punkt_vydachi_zakazov_wildberries_7492443141?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Москва;16.7.2025;1 400 000;1 400 000;http://avito.ru/moskva/gotoviy_biznes/pvz_vayldberriz_7515035214?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Юлия Фомина;Челябинская обл., Челябинский г.о., Челябинск;16.7.2025;500 000;500 000;http://avito.ru/chelyabinsk/gotoviy_biznes/punkt_vydachi_wildberries_7459041021?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Ярослав;Свердловская обл., Верхняя Пышма;16.7.2025;229 000;229 000;http://avito.ru/verhnyaya_pyshma/gotoviy_biznes/punkt_vydachi_zakazov_yandeks_market_2949006264?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Ксения;Москва;16.7.2025;250 000;250 000;http://avito.ru/moskva/gotoviy_biznes/prodam_gotovyy_biznes_pvz_wb_wildberries_7265523883?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Станислав Пурихов;Москва;16.7.2025;1 000 000;1 000 000;http://avito.ru/moskva/gotoviy_biznes/pribylnyy_punkt_ozon_ya.market_vb_7497628737?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;маргарита;Курганская обл., Курган;16.7.2025;670 000;670 000;http://avito.ru/kurgan/gotoviy_biznes/prodam_punkt_vydachi_ozon_7484259958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Екатерина;Свердловская обл., Екатеринбург;16.7.2025;220 000;220 000;http://avito.ru/ekaterinburg/gotoviy_biznes/pvz_vb_wildberries_pod_klyuch_v_rassrochku_7392489061?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Самарская обл., Самара;16.7.2025;450 000;450 000;http://avito.ru/samara/gotoviy_biznes/punkt_vydachi_ozon_pvz_7497301683?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;БИЗНЕС МАРКЕТ - ПРОДАЖА ГОТОВОГО БИЗНЕСА;Свердловская обл., Екатеринбург;16.7.2025;1 250 000;1 250 000;http://avito.ru/ekaterinburg/gotoviy_biznes/gotovyy_biznespvz_ozonpribyl_72_000_7512992184?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Челябинская обл., Челябинск;16.7.2025;2 000 000;2 000 000;http://avito.ru/chelyabinsk/gotoviy_biznes/prodam_pvz_ozon_7486685256?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Свердловская обл., Екатеринбург;16.7.2025;1 200 000;1 200 000;http://avito.ru/ekaterinburg/gotoviy_biznes/pribylnyy_punkt_vydachi_ozon_7530394717?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Воронежская обл., Борисоглебский г.о., Борисоглебск;16.7.2025;550 000;550 000;http://avito.ru/borisoglebsk/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_pvz_7485153449?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Республика Татарстан, Набережные Челны;16.7.2025;100 000;100 000;http://avito.ru/naberezhnye_chelny/gotoviy_biznes/pvz_ozon_7454569397?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;кристина;Москва;16.7.2025;2 240 000;2 240 000;http://avito.ru/moskva/gotoviy_biznes/punkt_vydachi_ozon_pribyl_140_tys.v_mes_7521182846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Республика Татарстан, Казань;16.7.2025;500 000;500 000;http://avito.ru/kazan/gotoviy_biznes/gotovyy_biznes_pvz_ozon_4106930173?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Оренбургская обл., Оренбург;16.7.2025;900;900;http://avito.ru/orenburg/gotoviy_biznes/dva_punkta_vydachi_zakazov_4480644813?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Республика Татарстан, Альметьевский р-н, муниципальное образование Альметьевск, Альметьевск;16.7.2025;610 000;610 000;http://avito.ru/almetevsk/gotoviy_biznes/punkt_vydachi_wildberries_7403432380?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Продажа бизнеса;Свердловская обл., муниципальное образование Екатеринбург;16.7.2025;1 250 000;1 250 000;http://avito.ru/ekaterinburg/gotoviy_biznes/punkt_vydachi_ozon_s_arendnoy_stavkoy_25_000_rubley_7472682556?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Республика Татарстан (Татарстан), Набережные Челны;16.7.2025;500 000;500 000;http://avito.ru/naberezhnye_chelny/gotoviy_biznes/punkt_vydachi_zakazov_ozon_7525270650?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Республика Марий Эл, Йошкар-Ола;16.7.2025;300 000;300 000;http://avito.ru/yoshkar-ola/gotoviy_biznes/pvz_wildberries_ozon_7472497622?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Москва;16.7.2025;350 000;350 000;http://avito.ru/moskva/gotoviy_biznes/novyy_pvz_vayldberriz_7494537482?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Пользователь;Нижегородская обл., Нижний Новгород;16.7.2025;300 000;300 000;http://avito.ru/nizhniy_novgorod/gotoviy_biznes/punkt_vydachi_wildberries_7248985363?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Республика Татарстан, Набережные Челны;16.7.2025;250 000;250 000;http://avito.ru/naberezhnye_chelny/gotoviy_biznes/prodam_gotovyy_pvz_ozon_7450871106?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Анна;Свердловская обл., Екатеринбург;16.7.2025;300 000;300 000;http://avito.ru/ekaterinburg/gotoviy_biznes/gotovyy_pvz_wildberries_7509349013?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Гульназ;Республика Татарстан, Казань;16.7.2025;2 500 000;2 500 000;http://avito.ru/kazan/gotoviy_biznes/prodaetsya_pvz_wildberries_7481732647?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Антон;Саратовская обл., Саратов;16.7.2025;1 350 000;1 350 000;http://avito.ru/saratov/gotoviy_biznes/punkty_vydachi_zakazov_4548192382?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Антон;Саратовская обл., Саратов;16.7.2025;1 350 000;1 350 000;http://avito.ru/saratov/gotoviy_biznes/punkty_vydachi_zakazov_4548192382?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Светлана Николаевна;Самарская обл., Сызрань;16.7.2025;300 000;300 000;http://avito.ru/syzran/gotoviy_biznes/punkty_vydachi_zakazov_7477554984?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Виталий Горбачев;Москва;16.7.2025;100 000;100 000;http://avito.ru/moskva/gotoviy_biznes/punkt_vydachi_zakazov_yandeks_market_7414169764?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Максим;Самарская обл., Самара;16.7.2025;440 000;440 000;http://avito.ru/samara/gotoviy_biznes/punkt_vydachi_zakazov_pvz_oz_i_yam_4005784475?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Саратовская обл., Саратов;16.7.2025;650 000;650 000;http://avito.ru/saratov/gotoviy_biznes/pvz_yandeks_market_4696931540?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Самарская обл., г.о. Самара;16.7.2025;1 400 000;1 400 000;http://avito.ru/samara/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7459709892?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Пользователь;Нижегородская обл., Нижний Новгород;16.7.2025;300 000;300 000;http://avito.ru/nizhniy_novgorod/gotoviy_biznes/punkt_vydachi_wildberries_7248985363?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Московская обл., Королёв;16.7.2025;700 000;700 000;http://avito.ru/korolev/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7331631055?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Анна;Свердловская обл., Екатеринбург;16.7.2025;300 000;300 000;http://avito.ru/ekaterinburg/gotoviy_biznes/gotovyy_pvz_wildberries_7509349013?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Александра;Ивановская обл., Иваново;16.7.2025;150 000;150 000;http://avito.ru/ivanovo/gotoviy_biznes/prodam_pvz_ozon_7525876424?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Москва;16.7.2025;350 000;350 000;http://avito.ru/moskva/gotoviy_biznes/novyy_pvz_vayldberriz_7494537482?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Бизнес;Республика Татарстан (Татарстан), Набережные Челны;16.7.2025;Бесплатно;Бесплатно;http://avito.ru/naberezhnye_chelny/gotoviy_biznes/punkt_vydachi_zakazov_otdam_besplatno_7269006453?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Свердловская обл., Екатеринбург;16.7.2025;580 000;580 000;http://avito.ru/ekaterinburg/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7392742106?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Юлия;Тюменская обл., Тюмень;16.7.2025;420 000;420 000;http://avito.ru/tyumen/gotoviy_biznes/wildberries_7243554313?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Бизнес;Ульяновская обл., Димитровград;16.7.2025;Бесплатно;Бесплатно;http://avito.ru/dimitrovgrad/gotoviy_biznes/punkt_vydachi_zakazov_otdam_besplatno_7268316888?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Сергей;Москва;16.7.2025;50 000;50 000;http://avito.ru/moskva/gotoviy_biznes/pvz_yandeks_marketavito._prodazha_gotovogo_biznesa_7468046338?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Свердловская обл., Екатеринбург;16.7.2025;1 100 000;1 100 000;http://avito.ru/ekaterinburg/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7476872232?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Ксения;Московская обл., Балашиха;16.7.2025;1 400 000;1 400 000;http://avito.ru/balashiha/gotoviy_biznes/prodam_pribylnyy_pvz_vayldberriz_waildberries_7361303004?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Долгополова Ксения;Челябинская обл., Челябинск;16.7.2025;495 000;495 000;http://avito.ru/chelyabinsk/gotoviy_biznes/prodam_punkt_wildberries_4043238673?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Пензенская обл., Пенза;16.7.2025;530 000;530 000;http://avito.ru/penza/gotoviy_biznes/prodam_gotovyy_biznes_punkt_vydachi_wb_7475136612?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Максим;Самарская обл., Самара;16.7.2025;700 000;700 000;http://avito.ru/samara/gotoviy_biznes/pribylnyy_punkt_vydachi_zakazov_yandeks_4664790377?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Воронежская обл., Воронеж;16.7.2025;Цена не указана;Цена не указана;http://avito.ru/voronezh/gotoviy_biznes/prodam_gotovyy_biznes_pvz_ozon_wildberries_7489525788?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Александр;Пермский край, Пермь;16.7.2025;2 200 000;2 200 000;http://avito.ru/perm/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_4288300142?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Пермский край, Пермь;16.7.2025;1 000 000;1 000 000;http://avito.ru/perm/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7362698369?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Диана;Саратовская обл., Энгельсский р-н, муниципальное образование Энгельс, Энгельс;16.7.2025;150 000;150 000;http://avito.ru/engels/gotoviy_biznes/punkt_vydachi_wb_7458414996?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;"ГРУППА КОМПАНИЙ ""ИНВЕСТ-ФИНАНС""";Свердловская обл., Новоуральский г.о., Новоуральск;16.7.2025;750 000;750 000;http://avito.ru/novouralsk/gotoviy_biznes/pvz_ozon_okupaemost_8_mesyatsev_7455672954?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Настя;Тверская обл., Тверь;16.7.2025;350 000;350 000;http://avito.ru/tver/gotoviy_biznes/pribylnyy_punkt_vydachi_ozon_7481798402?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;GlobalRealty;Москва;16.7.2025;800 000;800 000;http://avito.ru/moskva/gotoviy_biznes/punkt_vydachi_vayldberriz._100_chistymi_v_mesyats_7438295363?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Республика Башкортостан, Стерлитамак;16.7.2025;6 000 000;6 000 000;http://avito.ru/sterlitamak/gotoviy_biznes/prodam_pvz_ozon_vb_7364317009?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Республика Башкортостан, Туймазинский р-н, городское поселение Туймазы, Туймазы;16.7.2025;500 000;500 000;http://avito.ru/tuymazy/gotoviy_biznes/prodaetsya_gotovyy_biznes_punkt_vydachi_wildberries_7494785660?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Челябинская обл., Копейский г.о., Копейск;16.7.2025;490 000;490 000;http://avito.ru/kopeysk/gotoviy_biznes/punkty_vydachi_zakazov_7474985534?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Анастасия;Республика Татарстан (Татарстан), Казань;16.7.2025;2 200 000;2 200 000;http://avito.ru/kazan/gotoviy_biznes/punkty_vydachi_zakazov_7473377227?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Республика Татарстан (Татарстан), Казань;16.7.2025;800 000;800 000;http://avito.ru/kazan/gotoviy_biznes/pvz_wildberries_7516903943?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Владислав;Нижегородская обл., Балахнинский муниципальный округ, Балахна;16.7.2025;640 000;640 000;http://avito.ru/balahna/gotoviy_biznes/punkt_vydachi_zakazov_wb_7257743026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;Анастасия;Республика Татарстан, Казань;16.7.2025;1 349 000;1 349 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7358480176?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Московская обл., Люберцы;16.7.2025;150 000;150 000;http://avito.ru/lyubertsy/gotoviy_biznes/prodam_punkt_vydachi_ozon_7519279148?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Ульяновская обл., Ульяновск;16.7.2025;800 000;800 000;http://avito.ru/ulyanovsk/gotoviy_biznes/punkty_vydachi_ozon_i_vb_7435008307?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Московская обл., Ленинский г.о., д. Мисайлово;16.7.2025;900 000;900 000;http://avito.ru/vidnoe/gotoviy_biznes/pvz_7515124909?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
;'Без имени';Воронежская обл., Воронеж;16.7.2025;150 000;150 000;http://avito.ru/voronezh/gotoviy_biznes/pvz_ozon_gotovyy_biznes_3454791325?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUlZkQjNXOU56TUVlN2tnIjt9jvAsVz8AAAA
